mu[1]	1	1000
mu[2]	1001	2000
mu[3]	2001	3000
mu[4]	3001	4000
mu[5]	4001	5000
mu[6]	5001	6000
mu[7]	6001	7000
mu[8]	7001	8000
mu[9]	8001	9000
mu[10]	9001	10000
mu[11]	10001	11000
mu[12]	11001	12000
mu[13]	12001	13000
mu[14]	13001	14000
mu[15]	14001	15000
mu[16]	15001	16000
mu[17]	16001	17000
mu[18]	17001	18000
mu[19]	18001	19000
mu[20]	19001	20000
mu[21]	20001	21000
mu[22]	21001	22000
mu[23]	22001	23000
mu[24]	23001	24000
mu[25]	24001	25000
mu[26]	25001	26000
mu[27]	26001	27000
mu[28]	27001	28000
mu[29]	28001	29000
mu[30]	29001	30000
mu[31]	30001	31000
mu[32]	31001	32000
mu[33]	32001	33000
mu[34]	33001	34000
mu[35]	34001	35000
mu[36]	35001	36000
mu[37]	36001	37000
mu[38]	37001	38000
mu[39]	38001	39000
mu[40]	39001	40000
mu[41]	40001	41000
mu[42]	41001	42000
mu[43]	42001	43000
mu[44]	43001	44000
mu[45]	44001	45000
mu[46]	45001	46000
mu[47]	46001	47000
mu[48]	47001	48000
mu[49]	48001	49000
mu[50]	49001	50000
mu[51]	50001	51000
mu[52]	51001	52000
mu[53]	52001	53000
mu[54]	53001	54000
mu[55]	54001	55000
mu[56]	55001	56000
mu[57]	56001	57000
mu[58]	57001	58000
mu[59]	58001	59000
mu[60]	59001	60000
mu[61]	60001	61000
mu[62]	61001	62000
mu[63]	62001	63000
mu[64]	63001	64000
mu[65]	64001	65000
mu[66]	65001	66000
mu[67]	66001	67000
mu[68]	67001	68000
mu[69]	68001	69000
mu[70]	69001	70000
mu[71]	70001	71000
mu[72]	71001	72000
mu[73]	72001	73000
mu[74]	73001	74000
mu[75]	74001	75000
mu[76]	75001	76000
mu[77]	76001	77000
mu[78]	77001	78000
mu[79]	78001	79000
mu[80]	79001	80000
mu[81]	80001	81000
mu[82]	81001	82000
mu[83]	82001	83000
mu[84]	83001	84000
mu[85]	84001	85000
mu[86]	85001	86000
mu[87]	86001	87000
mu[88]	87001	88000
mu[89]	88001	89000
mu[90]	89001	90000
mu[91]	90001	91000
mu[92]	91001	92000
mu[93]	92001	93000
mu[94]	93001	94000
mu[95]	94001	95000
mu[96]	95001	96000
mu[97]	96001	97000
mu[98]	97001	98000
mu[99]	98001	99000
mu[100]	99001	100000
mu[101]	100001	101000
mu[102]	101001	102000
mu[103]	102001	103000
mu[104]	103001	104000
mu[105]	104001	105000
mu[106]	105001	106000
mu[107]	106001	107000
mu[108]	107001	108000
mu[109]	108001	109000
mu[110]	109001	110000
mu[111]	110001	111000
mu[112]	111001	112000
mu[113]	112001	113000
mu[114]	113001	114000
mu[115]	114001	115000
mu[116]	115001	116000
mu[117]	116001	117000
mu[118]	117001	118000
mu[119]	118001	119000
mu[120]	119001	120000
mu[121]	120001	121000
mu[122]	121001	122000
mu[123]	122001	123000
mu[124]	123001	124000
mu[125]	124001	125000
mu[126]	125001	126000
mu[127]	126001	127000
mu[128]	127001	128000
mu[129]	128001	129000
mu[130]	129001	130000
mu[131]	130001	131000
mu[132]	131001	132000
mu[133]	132001	133000
mu[134]	133001	134000
mu[135]	134001	135000
mu[136]	135001	136000
mu[137]	136001	137000
mu[138]	137001	138000
mu[139]	138001	139000
mu[140]	139001	140000
mu[141]	140001	141000
mu[142]	141001	142000
mu[143]	142001	143000
mu[144]	143001	144000
mu[145]	144001	145000
mu[146]	145001	146000
mu[147]	146001	147000
mu[148]	147001	148000
mu[149]	148001	149000
mu[150]	149001	150000
mu[151]	150001	151000
mu[152]	151001	152000
mu[153]	152001	153000
mu[154]	153001	154000
mu[155]	154001	155000
mu[156]	155001	156000
mu[157]	156001	157000
mu[158]	157001	158000
mu[159]	158001	159000
mu[160]	159001	160000
mu[161]	160001	161000
mu[162]	161001	162000
mu[163]	162001	163000
mu[164]	163001	164000
mu[165]	164001	165000
mu[166]	165001	166000
mu[167]	166001	167000
mu[168]	167001	168000
mu[169]	168001	169000
mu[170]	169001	170000
mu[171]	170001	171000
mu[172]	171001	172000
mu[173]	172001	173000
mu[174]	173001	174000
mu[175]	174001	175000
mu[176]	175001	176000
mu[177]	176001	177000
mu[178]	177001	178000
mu[179]	178001	179000
mu[180]	179001	180000
mu[181]	180001	181000
mu[182]	181001	182000
mu[183]	182001	183000
mu[184]	183001	184000
mu[185]	184001	185000
mu[186]	185001	186000
mu[187]	186001	187000
mu[188]	187001	188000
mu[189]	188001	189000
mu[190]	189001	190000
mu[191]	190001	191000
mu[192]	191001	192000
mu[193]	192001	193000
mu[194]	193001	194000
mu[195]	194001	195000
mu[196]	195001	196000
mu[197]	196001	197000
mu[198]	197001	198000
mu[199]	198001	199000
mu[200]	199001	200000
mu[201]	200001	201000
mu[202]	201001	202000
mu[203]	202001	203000
mu[204]	203001	204000
mu[205]	204001	205000
mu[206]	205001	206000
mu[207]	206001	207000
mu[208]	207001	208000
mu[209]	208001	209000
mu[210]	209001	210000
mu[211]	210001	211000
mu[212]	211001	212000
mu[213]	212001	213000
mu[214]	213001	214000
mu[215]	214001	215000
mu[216]	215001	216000
mu[217]	216001	217000
mu[218]	217001	218000
mu[219]	218001	219000
mu[220]	219001	220000
mu[221]	220001	221000
mu[222]	221001	222000
mu[223]	222001	223000
mu[224]	223001	224000
mu[225]	224001	225000
mu[226]	225001	226000
mu[227]	226001	227000
mu[228]	227001	228000
mu[229]	228001	229000
mu[230]	229001	230000
mu[231]	230001	231000
mu[232]	231001	232000
mu[233]	232001	233000
mu[234]	233001	234000
mu[235]	234001	235000
mu[236]	235001	236000
mu[237]	236001	237000
mu[238]	237001	238000
mu[239]	238001	239000
mu[240]	239001	240000
mu[241]	240001	241000
mu[242]	241001	242000
mu[243]	242001	243000
mu[244]	243001	244000
mu[245]	244001	245000
mu[246]	245001	246000
mu[247]	246001	247000
mu[248]	247001	248000
mu[249]	248001	249000
mu[250]	249001	250000
mu[251]	250001	251000
mu[252]	251001	252000
mu[253]	252001	253000
mu[254]	253001	254000
mu[255]	254001	255000
mu[256]	255001	256000
mu[257]	256001	257000
mu[258]	257001	258000
mu[259]	258001	259000
mu[260]	259001	260000
mu[261]	260001	261000
mu[262]	261001	262000
mu[263]	262001	263000
mu[264]	263001	264000
mu[265]	264001	265000
mu[266]	265001	266000
mu[267]	266001	267000
mu[268]	267001	268000
mu[269]	268001	269000
mu[270]	269001	270000
mu[271]	270001	271000
mu[272]	271001	272000
mu[273]	272001	273000
mu[274]	273001	274000
mu[275]	274001	275000
mu[276]	275001	276000
mu[277]	276001	277000
mu[278]	277001	278000
mu[279]	278001	279000
mu[280]	279001	280000
mu[281]	280001	281000
mu[282]	281001	282000
mu[283]	282001	283000
mu[284]	283001	284000
mu[285]	284001	285000
mu[286]	285001	286000
mu[287]	286001	287000
mu[288]	287001	288000
mu[289]	288001	289000
mu[290]	289001	290000
mu[291]	290001	291000
mu[292]	291001	292000
mu[293]	292001	293000
mu[294]	293001	294000
mu[295]	294001	295000
mu[296]	295001	296000
mu[297]	296001	297000
mu[298]	297001	298000
mu[299]	298001	299000
mu[300]	299001	300000
mu[301]	300001	301000
mu[302]	301001	302000
mu[303]	302001	303000
mu[304]	303001	304000
mu[305]	304001	305000
mu[306]	305001	306000
mu[307]	306001	307000
mu[308]	307001	308000
mu[309]	308001	309000
mu[310]	309001	310000
mu[311]	310001	311000
mu[312]	311001	312000
mu[313]	312001	313000
mu[314]	313001	314000
mu[315]	314001	315000
mu[316]	315001	316000
mu[317]	316001	317000
mu[318]	317001	318000
mu[319]	318001	319000
mu[320]	319001	320000
mu[321]	320001	321000
mu[322]	321001	322000
mu[323]	322001	323000
mu[324]	323001	324000
mu[325]	324001	325000
mu[326]	325001	326000
mu[327]	326001	327000
mu[328]	327001	328000
mu[329]	328001	329000
mu[330]	329001	330000
mu[331]	330001	331000
mu[332]	331001	332000
mu[333]	332001	333000
mu[334]	333001	334000
mu[335]	334001	335000
mu[336]	335001	336000
mu[337]	336001	337000
mu[338]	337001	338000
mu[339]	338001	339000
mu[340]	339001	340000
mu[341]	340001	341000
mu[342]	341001	342000
mu[343]	342001	343000
mu[344]	343001	344000
mu[345]	344001	345000
mu[346]	345001	346000
mu[347]	346001	347000
mu[348]	347001	348000
mu[349]	348001	349000
mu[350]	349001	350000
mu[351]	350001	351000
mu[352]	351001	352000
mu[353]	352001	353000
mu[354]	353001	354000
mu[355]	354001	355000
mu[356]	355001	356000
mu[357]	356001	357000
mu[358]	357001	358000
mu[359]	358001	359000
mu[360]	359001	360000
mu[361]	360001	361000
mu[362]	361001	362000
mu[363]	362001	363000
mu[364]	363001	364000
mu[365]	364001	365000
mu[366]	365001	366000
mu[367]	366001	367000
mu[368]	367001	368000
mu[369]	368001	369000
mu[370]	369001	370000
mu[371]	370001	371000
mu[372]	371001	372000
mu[373]	372001	373000
mu[374]	373001	374000
mu[375]	374001	375000
mu[376]	375001	376000
mu[377]	376001	377000
mu[378]	377001	378000
mu[379]	378001	379000
mu[380]	379001	380000
mu[381]	380001	381000
mu[382]	381001	382000
mu[383]	382001	383000
mu[384]	383001	384000
mu[385]	384001	385000
mu[386]	385001	386000
mu[387]	386001	387000
mu[388]	387001	388000
mu[389]	388001	389000
mu[390]	389001	390000
mu[391]	390001	391000
mu[392]	391001	392000
mu[393]	392001	393000
mu[394]	393001	394000
mu[395]	394001	395000
mu[396]	395001	396000
mu[397]	396001	397000
mu[398]	397001	398000
mu[399]	398001	399000
mu[400]	399001	400000
mu[401]	400001	401000
mu[402]	401001	402000
mu[403]	402001	403000
mu[404]	403001	404000
mu[405]	404001	405000
mu[406]	405001	406000
mu[407]	406001	407000
mu[408]	407001	408000
mu[409]	408001	409000
mu[410]	409001	410000
mu[411]	410001	411000
mu[412]	411001	412000
mu[413]	412001	413000
mu[414]	413001	414000
mu[415]	414001	415000
mu[416]	415001	416000
mu[417]	416001	417000
mu[418]	417001	418000
mu[419]	418001	419000
mu[420]	419001	420000
mu[421]	420001	421000
mu[422]	421001	422000
mu[423]	422001	423000
mu[424]	423001	424000
mu[425]	424001	425000
mu[426]	425001	426000
mu[427]	426001	427000
mu[428]	427001	428000
mu[429]	428001	429000
mu[430]	429001	430000
mu[431]	430001	431000
mu[432]	431001	432000
mu[433]	432001	433000
mu[434]	433001	434000
mu[435]	434001	435000
mu[436]	435001	436000
mu[437]	436001	437000
mu[438]	437001	438000
mu[439]	438001	439000
mu[440]	439001	440000
mu[441]	440001	441000
mu[442]	441001	442000
mu[443]	442001	443000
mu[444]	443001	444000
mu[445]	444001	445000
mu[446]	445001	446000
mu[447]	446001	447000
mu[448]	447001	448000
mu[449]	448001	449000
mu[450]	449001	450000
mu[451]	450001	451000
mu[452]	451001	452000
mu[453]	452001	453000
mu[454]	453001	454000
mu[455]	454001	455000
mu[456]	455001	456000
mu[457]	456001	457000
mu[458]	457001	458000
mu[459]	458001	459000
mu[460]	459001	460000
mu[461]	460001	461000
mu[462]	461001	462000
mu[463]	462001	463000
mu[464]	463001	464000
mu[465]	464001	465000
mu[466]	465001	466000
mu[467]	466001	467000
mu[468]	467001	468000
mu[469]	468001	469000
mu[470]	469001	470000
mu[471]	470001	471000
mu[472]	471001	472000
mu[473]	472001	473000
mu[474]	473001	474000
mu[475]	474001	475000
mu[476]	475001	476000
mu[477]	476001	477000
mu[478]	477001	478000
mu[479]	478001	479000
mu[480]	479001	480000
mu[481]	480001	481000
mu[482]	481001	482000
mu[483]	482001	483000
mu[484]	483001	484000
mu[485]	484001	485000
mu[486]	485001	486000
mu[487]	486001	487000
mu[488]	487001	488000
mu[489]	488001	489000
mu[490]	489001	490000
mu[491]	490001	491000
mu[492]	491001	492000
mu[493]	492001	493000
mu[494]	493001	494000
mu[495]	494001	495000
mu[496]	495001	496000
mu[497]	496001	497000
mu[498]	497001	498000
mu[499]	498001	499000
mu[500]	499001	500000
mu[501]	500001	501000
mu[502]	501001	502000
mu[503]	502001	503000
mu[504]	503001	504000
mu[505]	504001	505000
mu[506]	505001	506000
mu[507]	506001	507000
mu[508]	507001	508000
mu[509]	508001	509000
mu[510]	509001	510000
mu[511]	510001	511000
mu[512]	511001	512000
mu[513]	512001	513000
mu[514]	513001	514000
mu[515]	514001	515000
mu[516]	515001	516000
mu[517]	516001	517000
mu[518]	517001	518000
mu[519]	518001	519000
mu[520]	519001	520000
mu[521]	520001	521000
mu[522]	521001	522000
mu[523]	522001	523000
mu[524]	523001	524000
mu[525]	524001	525000
mu[526]	525001	526000
mu[527]	526001	527000
mu[528]	527001	528000
mu[529]	528001	529000
mu[530]	529001	530000
mu[531]	530001	531000
mu[532]	531001	532000
mu[533]	532001	533000
mu[534]	533001	534000
mu[535]	534001	535000
mu[536]	535001	536000
mu[537]	536001	537000
mu[538]	537001	538000
mu[539]	538001	539000
mu[540]	539001	540000
mu[541]	540001	541000
mu[542]	541001	542000
mu[543]	542001	543000
mu[544]	543001	544000
mu[545]	544001	545000
mu[546]	545001	546000
mu[547]	546001	547000
mu[548]	547001	548000
mu[549]	548001	549000
mu[550]	549001	550000
mu[551]	550001	551000
mu[552]	551001	552000
mu[553]	552001	553000
mu[554]	553001	554000
mu[555]	554001	555000
mu[556]	555001	556000
mu[557]	556001	557000
mu[558]	557001	558000
mu[559]	558001	559000
